Test_Id,Distribution,output_file_path,Agent_1_Max,Agent_1_Max_Unclipped,Agent_1_Sum,Agent_1_Sum_Unclipped,Agent_2_Max,Agent_2_Max_Unclipped,Agent_2_Sum,Agent_2_Sum_Unclipped,Agent_3_Max,Agent_3_Max_Unclipped,Agent_3_Sum,Agent_3_Sum_Unclipped,Agent_4_Max,Agent_4_Max_Unclipped,Agent_4_Sum,Agent_4_Sum_Unclipped,Agent_5_Max,Agent_5_Max_Unclipped,Agent_5_Sum,Agent_5_Sum_Unclipped,Max_Envies,Max_Envies_Unclipped,Sum_Envies,Sum_Envies_Unclipped,Envy_Freeness,Number_of_Possible_Allocations,Number_of_Envy_Free_Allocations,Max_Nash_Welfare,Max_Utilitarian_Welfare,Max_Egalitarian_Welfare,LLM_Nash_Welfare,LLM_Utilitarian_Welfare,LLM_Egalitarian_Welfare
146,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_146.txt,42.0,42.0,42.0,-219.0,17.0,17.0,23.0,-113.0,108.0,108.0,207.0,77.0,45.0,45.0,45.0,-49.0,0.0,-56.0,0.0,-470.0,108.0,108.0,317.0,-774.0,False,78125.0,0.0,9997385040.0,569.0,79.0,0.0,470.0,0.0
147,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_147.txt,5.0,5.0,5.0,-229.0,0.0,-14.0,0.0,-181.0,0.0,-8.0,0.0,-195.0,0.0,-9.0,0.0,-220.0,67.0,67.0,80.0,16.0,67.0,67.0,85.0,-809.0,False,78125.0,0.0,10065524700.0,552.0,79.0,7890324750.0,502.0,75.0
148,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_148.txt,65.0,65.0,65.0,-118.0,73.0,73.0,122.0,8.0,0.0,-8.0,0.0,-292.0,0.0,-25.0,0.0,-321.0,0.0,-22.0,0.0,-295.0,73.0,73.0,187.0,-1018.0,False,78125.0,0.0,16716054780.0,581.0,85.0,11289985056.0,552.0,56.0
149,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_149.txt,0.0,-14.0,0.0,-276.0,0.0,-9.0,0.0,-221.0,91.0,91.0,166.0,166.0,0.0,-48.0,0.0,-359.0,0.0,-3.0,0.0,-205.0,91.0,91.0,166.0,-895.0,False,78125.0,0.0,7085117952.0,518.0,78.0,5178525696.0,511.0,38.0
150,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_150.txt,21.0,21.0,21.0,-71.0,0.0,-34.0,0.0,-248.0,0.0,-10.0,0.0,-178.0,0.0,-1.0,0.0,-89.0,0.0,-23.0,0.0,-195.0,21.0,21.0,21.0,-781.0,False,78125.0,0.0,4249365120.0,451.0,73.0,3852969120.0,428.0,60.0
151,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_151.txt,39.0,39.0,72.0,64.0,32.0,32.0,32.0,-162.0,17.0,17.0,17.0,-145.0,0.0,-1.0,0.0,-140.0,7.0,7.0,7.0,-33.0,39.0,39.0,128.0,-416.0,False,78125.0,0.0,17270957088.0,632.0,91.0,5888315160.0,459.0,60.0
152,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_152.txt,29.0,29.0,29.0,-208.0,50.0,50.0,90.0,68.0,47.0,47.0,47.0,-244.0,0.0,-42.0,0.0,-245.0,29.0,29.0,55.0,-4.0,50.0,50.0,221.0,-633.0,False,78125.0,0.0,14728363650.0,595.0,91.0,4894505616.0,487.0,43.0
153,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_153.txt,42.0,42.0,47.0,-12.0,36.0,36.0,36.0,-124.0,12.0,12.0,12.0,-276.0,0.0,-71.0,0.0,-363.0,0.0,-13.0,0.0,-219.0,42.0,42.0,95.0,-994.0,False,78125.0,0.0,11148637500.0,527.0,84.0,11148637500.0,526.0,75.0
154,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_154.txt,78.0,78.0,78.0,-6.0,55.0,55.0,55.0,-296.0,110.0,110.0,110.0,-45.0,142.0,142.0,142.0,-88.0,0.0,-99.0,0.0,-610.0,142.0,142.0,385.0,-1045.0,False,78125.0,0.0,20282790528.0,616.0,88.0,0.0,610.0,0.0
155,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_155.txt,20.0,20.0,20.0,-115.0,2.0,2.0,2.0,-245.0,0.0,0.0,0.0,-204.0,22.0,22.0,22.0,-233.0,0.0,-34.0,0.0,-342.0,22.0,22.0,44.0,-1139.0,False,78125.0,0.0,8709282320.0,523.0,77.0,8709282320.0,522.0,61.0
156,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_156.txt,85.0,85.0,106.0,79.0,0.0,-7.0,0.0,-201.0,0.0,-25.0,0.0,-274.0,0.0,-1.0,0.0,-120.0,0.0,-61.0,0.0,-315.0,85.0,85.0,106.0,-831.0,False,78125.0,0.0,11875406400.0,568.0,84.0,8372349216.0,511.0,72.0
157,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_157.txt,52.0,52.0,79.0,79.0,33.0,33.0,33.0,-207.0,0.0,-8.0,0.0,-355.0,0.0,-11.0,0.0,-289.0,0.0,-26.0,0.0,-359.0,52.0,52.0,112.0,-1131.0,False,78125.0,0.0,17670684000.0,615.0,85.0,13245523200.0,577.0,52.0
158,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_158.txt,0.0,-32.0,0.0,-317.0,79.0,79.0,160.0,146.0,40.0,40.0,40.0,-210.0,42.0,42.0,42.0,-229.0,0.0,-5.0,0.0,-224.0,79.0,79.0,242.0,-834.0,False,78125.0,0.0,6496708064.0,509.0,77.0,1737776040.0,479.0,15.0
159,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_159.txt,53.0,53.0,53.0,-264.0,10.0,10.0,10.0,-320.0,61.0,61.0,82.0,-71.0,53.0,53.0,118.0,-23.0,0.0,0.0,0.0,-294.0,61.0,61.0,263.0,-972.0,False,78125.0,0.0,11272399800.0,589.0,87.0,2829092000.0,518.0,23.0
160,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_160.txt,71.0,71.0,71.0,-249.0,44.0,44.0,44.0,-261.0,0.0,-33.0,0.0,-297.0,114.0,114.0,211.0,118.0,7.0,7.0,12.0,-85.0,114.0,114.0,338.0,-774.0,False,78125.0,0.0,21882240072.0,657.0,96.0,3620931930.0,530.0,15.0
161,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_161.txt,51.0,51.0,68.0,30.0,0.0,-37.0,0.0,-288.0,0.0,-8.0,0.0,-246.0,0.0,-26.0,0.0,-289.0,37.0,37.0,64.0,-55.0,51.0,51.0,132.0,-848.0,False,78125.0,0.0,12626817840.0,584.0,84.0,4966940160.0,483.0,52.0
162,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_162.txt,70.0,70.0,78.0,-7.0,0.0,-58.0,0.0,-407.0,0.0,-4.0,0.0,-160.0,0.0,-35.0,0.0,-349.0,49.0,49.0,85.0,16.0,70.0,70.0,163.0,-907.0,False,78125.0,0.0,17274189744.0,625.0,94.0,16658538624.0,570.0,84.0
163,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_163.txt,6.0,6.0,6.0,-119.0,0.0,-73.0,0.0,-420.0,0.0,-65.0,0.0,-374.0,30.0,30.0,30.0,-74.0,0.0,-33.0,0.0,-335.0,30.0,30.0,36.0,-1322.0,False,78125.0,0.0,17500523040.0,585.0,91.0,17095361283.0,579.0,81.0
164,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_164.txt,0.0,-40.0,0.0,-342.0,0.0,-9.0,0.0,-177.0,46.0,46.0,57.0,-31.0,0.0,-56.0,0.0,-377.0,0.0,-46.0,0.0,-345.0,46.0,46.0,57.0,-1272.0,False,78125.0,0.0,20979095592.0,610.0,91.0,20979095592.0,610.0,86.0
165,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_165.txt,65.0,65.0,102.0,85.0,0.0,-17.0,0.0,-293.0,0.0,-43.0,0.0,-373.0,0.0,-3.0,0.0,-125.0,0.0,-16.0,0.0,-304.0,65.0,65.0,102.0,-1010.0,False,78125.0,0.0,5543342150.0,541.0,73.0,2976070320.0,504.0,18.0
166,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_166.txt,0.0,-25.0,0.0,-280.0,0.0,-37.0,0.0,-347.0,0.0,-32.0,0.0,-398.0,71.0,71.0,130.0,40.0,58.0,58.0,110.0,-35.0,71.0,71.0,240.0,-1020.0,False,78125.0,0.0,14188608000.0,600.0,89.0,13648824000.0,582.0,68.0
167,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_167.txt,11.0,11.0,11.0,-286.0,85.0,85.0,157.0,125.0,0.0,-11.0,0.0,-403.0,2.0,2.0,2.0,-251.0,86.0,86.0,123.0,-22.0,86.0,86.0,293.0,-837.0,False,78125.0,0.0,9310476544.0,543.0,84.0,3493082502.0,510.0,27.0
168,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_168.txt,43.0,43.0,43.0,-240.0,104.0,104.0,184.0,93.0,0.0,-41.0,0.0,-312.0,128.0,128.0,201.0,121.0,75.0,75.0,75.0,-316.0,128.0,128.0,503.0,-654.0,False,78125.0,1.0,16767363690.0,603.0,86.0,520997640.0,489.0,4.0
169,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_169.txt,138.0,138.0,155.0,84.0,70.0,70.0,70.0,-279.0,0.0,-67.0,0.0,-541.0,53.0,53.0,53.0,-301.0,124.0,124.0,158.0,-17.0,138.0,138.0,436.0,-1054.0,False,78125.0,0.0,10457748000.0,541.0,80.0,0.0,541.0,0.0
170,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_170.txt,0.0,-61.0,0.0,-382.0,0.0,0.0,0.0,-151.0,0.0,-27.0,0.0,-299.0,0.0,-24.0,0.0,-334.0,69.0,69.0,123.0,-9.0,69.0,69.0,123.0,-1175.0,False,78125.0,0.0,13548007200.0,574.0,86.0,13548007200.0,574.0,65.0
171,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_171.txt,93.0,93.0,93.0,-56.0,0.0,-3.0,0.0,-289.0,21.0,21.0,21.0,-218.0,5.0,5.0,8.0,-149.0,0.0,-1.0,0.0,-325.0,93.0,93.0,122.0,-1037.0,False,78125.0,2.0,8740535040.0,545.0,76.0,3089881080.0,489.0,27.0
172,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_172.txt,0.0,-64.0,0.0,-423.0,2.0,2.0,2.0,-253.0,7.0,7.0,7.0,-36.0,4.0,4.0,4.0,-71.0,0.0,-35.0,0.0,-326.0,7.0,7.0,13.0,-1109.0,False,78125.0,0.0,25387252800.0,634.0,96.0,24892538400.0,626.0,95.0
173,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_173.txt,0.0,-15.0,0.0,-140.0,3.0,3.0,3.0,-172.0,0.0,-23.0,0.0,-240.0,0.0,-6.0,0.0,-297.0,0.0,0.0,0.0,-66.0,3.0,3.0,3.0,-915.0,False,78125.0,0.0,14093595000.0,580.0,89.0,12584751300.0,539.0,75.0
174,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_174.txt,0.0,-23.0,0.0,-178.0,0.0,-7.0,0.0,-355.0,23.0,23.0,23.0,-366.0,19.0,19.0,19.0,-318.0,33.0,33.0,49.0,-80.0,33.0,33.0,91.0,-1297.0,False,78125.0,0.0,18429087600.0,623.0,90.0,15295896000.0,592.0,62.0
175,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_175.txt,39.0,39.0,70.0,58.0,71.0,71.0,106.0,51.0,7.0,7.0,7.0,-212.0,0.0,-51.0,0.0,-377.0,0.0,-39.0,0.0,-338.0,71.0,71.0,183.0,-818.0,False,78125.0,0.0,8971467120.0,544.0,80.0,6296247360.0,515.0,52.0
176,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_176.txt,66.0,66.0,103.0,37.0,91.0,91.0,174.0,18.0,29.0,29.0,29.0,-210.0,23.0,23.0,23.0,-362.0,0.0,-6.0,0.0,-274.0,91.0,91.0,329.0,-791.0,False,78125.0,0.0,16567243200.0,594.0,90.0,6437534400.0,531.0,38.0
177,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_177.txt,0.0,-11.0,0.0,-120.0,0.0,-44.0,0.0,-314.0,52.0,52.0,98.0,3.0,0.0,-41.0,0.0,-409.0,0.0,-34.0,0.0,-266.0,52.0,52.0,98.0,-1106.0,False,78125.0,0.0,13961857734.0,595.0,89.0,11217950172.0,561.0,46.0
178,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_178.txt,44.0,44.0,82.0,24.0,0.0,-26.0,0.0,-244.0,0.0,-34.0,0.0,-250.0,0.0,-25.0,0.0,-282.0,10.0,10.0,10.0,-147.0,44.0,44.0,92.0,-899.0,False,78125.0,1.0,6734743800.0,504.0,74.0,5270391000.0,457.0,63.0
179,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_179.txt,1.0,1.0,1.0,-147.0,9.0,9.0,9.0,-217.0,0.0,-31.0,0.0,-259.0,24.0,24.0,24.0,-60.0,0.0,-48.0,0.0,-346.0,24.0,24.0,34.0,-1029.0,False,78125.0,0.0,8781696000.0,517.0,78.0,8687250000.0,500.0,75.0
180,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_180.txt,0.0,-14.0,0.0,-339.0,40.0,40.0,95.0,60.0,0.0,0.0,0.0,-299.0,0.0,-74.0,0.0,-486.0,30.0,30.0,30.0,-164.0,40.0,40.0,125.0,-1228.0,False,78125.0,0.0,11689411800.0,579.0,82.0,11689411800.0,579.0,44.0
181,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_181.txt,76.0,76.0,76.0,-56.0,40.0,40.0,63.0,-37.0,22.0,22.0,22.0,-300.0,0.0,-31.0,0.0,-328.0,0.0,-45.0,0.0,-346.0,76.0,76.0,161.0,-1067.0,False,78125.0,0.0,13795836600.0,607.0,84.0,9470424600.0,555.0,57.0
182,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_182.txt,0.0,-25.0,0.0,-280.0,18.0,18.0,22.0,-41.0,12.0,12.0,12.0,-146.0,0.0,-32.0,0.0,-317.0,0.0,-57.0,0.0,-340.0,18.0,18.0,34.0,-1124.0,False,78125.0,0.0,12199933440.0,568.0,87.0,10660895784.0,535.0,62.0
183,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_183.txt,43.0,43.0,47.0,-1.0,19.0,19.0,25.0,-4.0,0.0,-13.0,0.0,-262.0,24.0,24.0,24.0,-200.0,0.0,-52.0,0.0,-337.0,43.0,43.0,96.0,-804.0,False,78125.0,0.0,12847887360.0,559.0,87.0,7948765440.0,506.0,60.0
184,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_184.txt,103.0,103.0,103.0,-130.0,75.0,75.0,89.0,-50.0,72.0,72.0,74.0,-123.0,89.0,89.0,89.0,-247.0,0.0,-95.0,0.0,-595.0,103.0,103.0,355.0,-1145.0,False,78125.0,0.0,15915568500.0,604.0,91.0,0.0,595.0,0.0
185,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_185.txt,13.0,13.0,13.0,-259.0,67.0,67.0,237.0,237.0,0.0,-19.0,0.0,-281.0,25.0,25.0,25.0,-236.0,0.0,-29.0,0.0,-337.0,67.0,67.0,275.0,-876.0,False,78125.0,0.0,15170867712.0,582.0,88.0,8459429440.0,546.0,59.0
186,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_186.txt,88.0,88.0,91.0,-115.0,0.0,-5.0,0.0,-279.0,0.0,-12.0,0.0,-250.0,21.0,21.0,21.0,-274.0,106.0,106.0,190.0,190.0,106.0,106.0,302.0,-728.0,False,78125.0,0.0,12653833500.0,585.0,88.0,1213605800.0,477.0,11.0
187,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_187.txt,118.0,118.0,239.0,239.0,0.0,-19.0,0.0,-339.0,4.0,4.0,4.0,-280.0,0.0,-30.0,0.0,-301.0,0.0,-3.0,0.0,-228.0,118.0,118.0,243.0,-909.0,False,78125.0,0.0,22694319228.0,613.0,98.0,13836674880.0,570.0,80.0
188,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_188.txt,29.0,29.0,29.0,-7.0,0.0,-6.0,0.0,-193.0,0.0,-5.0,0.0,-94.0,84.0,84.0,84.0,55.0,0.0,-20.0,0.0,-283.0,84.0,84.0,113.0,-522.0,False,78125.0,0.0,11927697600.0,556.0,83.0,5146770720.0,460.0,46.0
189,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_189.txt,40.0,40.0,54.0,-361.0,0.0,0.0,0.0,-582.0,121.0,121.0,170.0,-114.0,181.0,181.0,448.0,448.0,0.0,0.0,0.0,-582.0,181.0,181.0,672.0,-1191.0,False,78125.0,0.0,12089559552.0,582.0,83.0,0.0,582.0,0.0
190,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_190.txt,29.0,29.0,29.0,-93.0,0.0,-25.0,0.0,-340.0,0.0,-16.0,0.0,-206.0,0.0,-23.0,0.0,-201.0,0.0,-6.0,0.0,-222.0,29.0,29.0,29.0,-1062.0,False,78125.0,0.0,14940775872.0,562.0,88.0,6672128760.0,488.0,61.0
191,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_191.txt,14.0,14.0,14.0,-141.0,0.0,-42.0,0.0,-269.0,34.0,34.0,52.0,5.0,0.0,-17.0,0.0,-206.0,0.0,-21.0,0.0,-252.0,34.0,34.0,66.0,-863.0,False,78125.0,0.0,12892627440.0,556.0,87.0,9387618768.0,517.0,81.0
192,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_192.txt,16.0,16.0,16.0,-140.0,23.0,23.0,35.0,8.0,0.0,-41.0,0.0,-245.0,0.0,-51.0,0.0,-285.0,0.0,-26.0,0.0,-199.0,23.0,23.0,51.0,-861.0,False,78125.0,0.0,7256906640.0,534.0,81.0,6908540544.0,478.0,74.0
193,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_193.txt,34.0,34.0,70.0,29.0,29.0,29.0,29.0,-205.0,47.0,47.0,47.0,-227.0,0.0,-30.0,0.0,-273.0,30.0,30.0,30.0,-75.0,47.0,47.0,176.0,-751.0,False,78125.0,0.0,17519483520.0,617.0,95.0,7269312600.0,518.0,40.0
194,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_194.txt,33.0,33.0,33.0,-91.0,38.0,38.0,38.0,-247.0,0.0,-5.0,0.0,-261.0,54.0,54.0,96.0,38.0,0.0,-2.0,0.0,-288.0,54.0,54.0,167.0,-849.0,False,78125.0,0.0,11415549600.0,533.0,80.0,6575715300.0,495.0,53.0
195,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_195.txt,128.0,128.0,199.0,104.0,123.0,123.0,184.0,-8.0,118.0,118.0,186.0,33.0,82.0,82.0,82.0,-200.0,0.0,-8.0,0.0,-419.0,128.0,128.0,651.0,-490.0,False,78125.0,0.0,9014522400.0,539.0,82.0,0.0,419.0,0.0
196,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_196.txt,0.0,-9.0,0.0,-256.0,0.0,-27.0,0.0,-280.0,0.0,-15.0,0.0,-277.0,23.0,23.0,33.0,-27.0,0.0,-8.0,0.0,-107.0,23.0,23.0,33.0,-947.0,False,78125.0,0.0,15133480715.0,627.0,81.0,12887227280.0,561.0,73.0
197,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_197.txt,60.0,60.0,132.0,132.0,10.0,10.0,10.0,-249.0,0.0,-2.0,0.0,-236.0,1.0,1.0,1.0,-148.0,13.0,13.0,13.0,-102.0,60.0,60.0,156.0,-603.0,False,78125.0,0.0,18534122880.0,627.0,94.0,5830222080.0,480.0,64.0
198,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_198.txt,39.0,39.0,41.0,2.0,0.0,-7.0,0.0,-264.0,9.0,9.0,9.0,-172.0,0.0,-26.0,0.0,-225.0,12.0,12.0,13.0,-62.0,39.0,39.0,63.0,-721.0,False,78125.0,0.0,7587039130.0,588.0,70.0,3213105794.0,450.0,31.0
199,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_199.txt,122.0,122.0,224.0,126.0,0.0,0.0,0.0,-580.0,0.0,0.0,0.0,-580.0,68.0,68.0,121.0,-301.0,135.0,135.0,250.0,91.0,135.0,135.0,595.0,-1244.0,False,78125.0,3.0,12936739200.0,580.0,81.0,0.0,580.0,0.0
200,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_200.txt,78.0,78.0,82.0,27.0,0.0,-13.0,0.0,-279.0,10.0,10.0,14.0,-27.0,0.0,-24.0,0.0,-216.0,12.0,12.0,12.0,-300.0,78.0,78.0,108.0,-795.0,False,78125.0,0.0,20423626300.0,620.0,95.0,13396843152.0,557.0,76.0
201,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_201.txt,94.0,94.0,195.0,176.0,87.0,87.0,87.0,-42.0,52.0,52.0,52.0,-153.0,30.0,30.0,30.0,-214.0,0.0,-8.0,0.0,-300.0,94.0,94.0,364.0,-533.0,False,78125.0,0.0,14945490896.0,612.0,94.0,3256599168.0,518.0,16.0
202,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_202.txt,65.0,65.0,104.0,34.0,0.0,-10.0,0.0,-330.0,39.0,39.0,84.0,-3.0,0.0,-1.0,0.0,-242.0,0.0,-26.0,0.0,-354.0,65.0,65.0,188.0,-895.0,False,78125.0,0.0,14107024620.0,591.0,91.0,10216259460.0,555.0,55.0
203,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_203.txt,17.0,17.0,17.0,-117.0,24.0,24.0,24.0,-117.0,40.0,40.0,50.0,-74.0,0.0,-37.0,0.0,-268.0,26.0,26.0,26.0,-191.0,40.0,40.0,117.0,-767.0,False,78125.0,3.0,7325089200.0,505.0,75.0,2409976800.0,405.0,40.0
204,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_204.txt,0.0,-54.0,0.0,-440.0,15.0,15.0,15.0,-294.0,66.0,66.0,109.0,-13.0,129.0,129.0,204.0,138.0,0.0,-6.0,0.0,-327.0,129.0,129.0,328.0,-936.0,False,78125.0,1.0,17988755400.0,576.0,92.0,7529484600.0,545.0,45.0
205,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_205.txt,25.0,25.0,88.0,88.0,56.0,56.0,91.0,-38.0,0.0,-15.0,0.0,-303.0,0.0,-54.0,0.0,-301.0,0.0,-47.0,0.0,-290.0,56.0,56.0,179.0,-844.0,False,78125.0,0.0,8619975936.0,524.0,76.0,6671433600.0,493.0,65.0
206,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_206.txt,1.0,1.0,1.0,-247.0,117.0,117.0,117.0,16.0,87.0,87.0,114.0,-22.0,87.0,87.0,87.0,-223.0,0.0,-19.0,0.0,-308.0,117.0,117.0,319.0,-784.0,False,78125.0,0.0,15490963872.0,577.0,87.0,1364657448.0,502.0,7.0
207,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_207.txt,39.0,39.0,79.0,-5.0,21.0,21.0,21.0,-254.0,11.0,11.0,11.0,-211.0,35.0,35.0,35.0,-107.0,0.0,-34.0,0.0,-376.0,39.0,39.0,146.0,-953.0,False,78125.0,0.0,18174252096.0,600.0,96.0,18174252096.0,593.0,77.0
208,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_208.txt,18.0,18.0,18.0,-259.0,97.0,97.0,115.0,-9.0,12.0,12.0,14.0,-251.0,87.0,87.0,205.0,104.0,21.0,21.0,21.0,-337.0,97.0,97.0,373.0,-752.0,False,78125.0,0.0,9470664000.0,562.0,90.0,2501880480.0,492.0,27.0
209,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_209.txt,70.0,70.0,109.0,-4.0,36.0,36.0,36.0,-227.0,25.0,25.0,25.0,-27.0,4.0,4.0,4.0,-285.0,0.0,-31.0,0.0,-245.0,70.0,70.0,174.0,-788.0,False,78125.0,1.0,12310267824.0,558.0,89.0,4911588864.0,477.0,53.0
210,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_210.txt,56.0,56.0,94.0,-62.0,0.0,-60.0,0.0,-363.0,0.0,-16.0,0.0,-186.0,0.0,-24.0,0.0,-252.0,0.0,-10.0,0.0,-140.0,56.0,56.0,94.0,-1003.0,False,78125.0,2.0,8757734337.0,540.0,81.0,4997554848.0,492.0,32.0
211,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_211.txt,34.0,34.0,65.0,-435.0,0.0,0.0,0.0,-599.0,130.0,130.0,211.0,-78.0,247.0,247.0,497.0,496.0,0.0,0.0,0.0,-599.0,247.0,247.0,773.0,-1215.0,False,78125.0,0.0,12145032900.0,600.0,84.0,0.0,599.0,0.0
212,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_212.txt,55.0,55.0,61.0,-71.0,63.0,63.0,63.0,-38.0,0.0,-13.0,0.0,-309.0,0.0,-42.0,0.0,-404.0,5.0,5.0,5.0,-312.0,63.0,63.0,129.0,-1134.0,False,78125.0,1.0,16962545600.0,600.0,89.0,9528959440.0,555.0,44.0
213,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_213.txt,0.0,-33.0,0.0,-303.0,0.0,-24.0,0.0,-332.0,0.0,-19.0,0.0,-274.0,4.0,4.0,4.0,-164.0,0.0,-4.0,0.0,-212.0,4.0,4.0,4.0,-1285.0,False,78125.0,0.0,20800016811.0,615.0,89.0,20800016811.0,615.0,81.0
214,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_214.txt,86.0,86.0,97.0,9.0,0.0,-17.0,0.0,-293.0,9.0,9.0,9.0,-121.0,0.0,-37.0,0.0,-261.0,0.0,-32.0,0.0,-250.0,86.0,86.0,106.0,-916.0,False,78125.0,0.0,13845480660.0,569.0,85.0,8352828000.0,501.0,75.0
215,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_215.txt,39.0,39.0,53.0,-8.0,75.0,75.0,75.0,-69.0,0.0,-4.0,0.0,-236.0,0.0,-1.0,0.0,-266.0,0.0,-61.0,0.0,-333.0,75.0,75.0,128.0,-912.0,False,78125.0,0.0,18649858500.0,591.0,86.0,9455653130.0,512.0,77.0
216,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_216.txt,11.0,11.0,11.0,-326.0,51.0,51.0,141.0,66.0,86.0,86.0,149.0,79.0,51.0,51.0,51.0,-265.0,5.0,5.0,5.0,-283.0,86.0,86.0,357.0,-729.0,False,78125.0,1.0,17306586360.0,614.0,90.0,793941120.0,513.0,6.0
217,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_217.txt,36.0,36.0,46.0,-94.0,82.0,82.0,100.0,-36.0,0.0,-65.0,0.0,-457.0,0.0,-45.0,0.0,-318.0,0.0,-3.0,0.0,-217.0,82.0,82.0,146.0,-1122.0,False,78125.0,0.0,24364627200.0,629.0,92.0,20956681370.0,614.0,82.0
218,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_218.txt,1.0,1.0,1.0,-500.0,168.0,168.0,236.0,200.0,0.0,-44.0,0.0,-597.0,32.0,32.0,86.0,-105.0,97.0,97.0,128.0,-271.0,168.0,168.0,451.0,-1273.0,False,78125.0,0.0,14738194944.0,597.0,92.0,0.0,597.0,0.0
