Test_Id,Distribution,output_file_path,Agent_1_Max,Agent_1_Max_Unclipped,Agent_1_Sum,Agent_1_Sum_Unclipped,Agent_2_Max,Agent_2_Max_Unclipped,Agent_2_Sum,Agent_2_Sum_Unclipped,Max_Envies,Max_Envies_Unclipped,Sum_Envies,Sum_Envies_Unclipped,Envy_Freeness,Number_of_Possible_Allocations,Number_of_Envy_Free_Allocations,Max_Nash_Welfare,Max_Utilitarian_Welfare,Max_Egalitarian_Welfare,LLM_Nash_Welfare,LLM_Utilitarian_Welfare,LLM_Egalitarian_Welfare
213,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_213.txt,0.0,-163.0,0.0,-163.0,0.0,-26.0,0.0,-26.0,0.0,-26.0,0.0,-189.0,True,128.0,14.0,33915.0,392.0,167.0,33915.0,388.0,133.0
214,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_214.txt,0.0,-175.0,0.0,-175.0,0.0,-99.0,0.0,-99.0,0.0,-99.0,0.0,-274.0,True,128.0,13.0,64600.0,550.0,233.0,64600.0,523.0,200.0
215,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_215.txt,0.0,-117.0,0.0,-117.0,0.0,-144.0,0.0,-144.0,0.0,-117.0,0.0,-261.0,True,128.0,15.0,60000.0,501.0,220.0,60000.0,500.0,200.0
216,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_216.txt,0.0,-99.0,0.0,-99.0,0.0,-20.0,0.0,-20.0,0.0,-20.0,0.0,-119.0,True,128.0,13.0,61992.0,501.0,246.0,52962.0,473.0,182.0
217,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_217.txt,0.0,-88.0,0.0,-88.0,0.0,-208.0,0.0,-208.0,0.0,-88.0,0.0,-296.0,True,128.0,18.0,58800.0,533.0,200.0,58800.0,518.0,168.0
218,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_218.txt,0.0,-28.0,0.0,-28.0,0.0,-229.0,0.0,-229.0,0.0,-28.0,0.0,-257.0,True,128.0,16.0,64414.0,515.0,229.0,64414.0,515.0,214.0
219,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_219.txt,0.0,-100.0,0.0,-100.0,0.0,-97.0,0.0,-97.0,0.0,-97.0,0.0,-197.0,True,128.0,15.0,57834.0,481.0,238.0,57834.0,481.0,238.0
220,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_220.txt,0.0,-102.0,0.0,-102.0,0.0,-77.0,0.0,-77.0,0.0,-77.0,0.0,-179.0,True,128.0,11.0,38430.0,393.0,185.0,38430.0,393.0,183.0
221,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_221.txt,0.0,-86.0,0.0,-86.0,0.0,-241.0,0.0,-241.0,0.0,-86.0,0.0,-327.0,True,128.0,17.0,87420.0,592.0,282.0,87420.0,592.0,282.0
222,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_222.txt,0.0,-258.0,0.0,-258.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,-249.0,False,128.0,12.0,61065.0,521.0,240.0,57148.0,521.0,157.0
223,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_223.txt,0.0,-259.0,0.0,-259.0,0.0,-140.0,0.0,-140.0,0.0,-140.0,0.0,-399.0,True,128.0,22.0,83030.0,594.0,267.0,83030.0,591.0,230.0
224,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_224.txt,0.0,-43.0,0.0,-43.0,0.0,-28.0,0.0,-28.0,0.0,-28.0,0.0,-71.0,True,128.0,15.0,41405.0,450.0,189.0,39639.0,400.0,181.0
225,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_225.txt,0.0,-140.0,0.0,-140.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,-121.0,False,128.0,14.0,63261.0,525.0,238.0,60066.0,495.0,213.0
226,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_226.txt,0.0,-197.0,0.0,-197.0,0.0,-25.0,0.0,-25.0,0.0,-25.0,0.0,-222.0,True,128.0,12.0,44278.0,431.0,197.0,44278.0,431.0,169.0
227,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_227.txt,0.0,-103.0,0.0,-103.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,-36.0,False,128.0,7.0,54285.0,472.0,231.0,44388.0,436.0,162.0
228,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_228.txt,0.0,-117.0,0.0,-117.0,0.0,-140.0,0.0,-140.0,0.0,-117.0,0.0,-257.0,True,128.0,16.0,44044.0,424.0,183.0,44044.0,424.0,182.0
229,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_229.txt,0.0,-144.0,0.0,-144.0,0.0,-76.0,0.0,-76.0,0.0,-76.0,0.0,-220.0,True,128.0,20.0,49686.0,463.0,206.0,41796.0,415.0,172.0
230,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_230.txt,0.0,-118.0,0.0,-118.0,0.0,-81.0,0.0,-81.0,0.0,-81.0,0.0,-199.0,True,128.0,16.0,46367.0,454.0,199.0,46367.0,432.0,199.0
231,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_231.txt,0.0,-47.0,0.0,-47.0,0.0,-126.0,0.0,-126.0,0.0,-47.0,0.0,-173.0,True,128.0,13.0,72628.0,539.0,268.0,69874.0,539.0,217.0
232,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_232.txt,37.0,37.0,37.0,37.0,0.0,-256.0,0.0,-256.0,37.0,37.0,37.0,-219.0,False,128.0,16.0,52460.0,465.0,217.0,46916.0,465.0,148.0
233,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_233.txt,0.0,-128.0,0.0,-128.0,0.0,-49.0,0.0,-49.0,0.0,-49.0,0.0,-177.0,True,128.0,19.0,31556.0,357.0,165.0,30525.0,350.0,165.0
234,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_234.txt,0.0,-89.0,0.0,-89.0,0.0,-145.0,0.0,-145.0,0.0,-89.0,0.0,-234.0,True,128.0,11.0,68595.0,524.0,255.0,68595.0,524.0,255.0
235,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_235.txt,0.0,-115.0,0.0,-115.0,0.0,-116.0,0.0,-116.0,0.0,-115.0,0.0,-231.0,True,128.0,13.0,49181.0,450.0,194.0,49181.0,450.0,187.0
236,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_236.txt,0.0,-254.0,0.0,-254.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,-142.0,False,128.0,13.0,41736.0,468.0,188.0,24708.0,419.0,71.0
237,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_237.txt,0.0,-15.0,0.0,-15.0,0.0,-126.0,0.0,-126.0,0.0,-15.0,0.0,-141.0,True,128.0,19.0,42408.0,432.0,193.0,34416.0,383.0,144.0
238,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_238.txt,0.0,-101.0,0.0,-101.0,0.0,-90.0,0.0,-90.0,0.0,-90.0,0.0,-191.0,True,128.0,17.0,40766.0,405.0,187.0,40766.0,405.0,187.0
239,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_239.txt,0.0,-147.0,0.0,-147.0,0.0,-215.0,0.0,-215.0,0.0,-147.0,0.0,-362.0,True,128.0,24.0,74778.0,582.0,236.0,74778.0,569.0,206.0
240,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_240.txt,44.0,44.0,44.0,44.0,0.0,-108.0,0.0,-108.0,44.0,44.0,44.0,-64.0,False,128.0,12.0,33948.0,419.0,174.0,30276.0,348.0,174.0
241,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_241.txt,0.0,-83.0,0.0,-83.0,0.0,-162.0,0.0,-162.0,0.0,-83.0,0.0,-245.0,True,128.0,8.0,88908.0,611.0,285.0,87495.0,592.0,285.0
242,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_242.txt,0.0,-108.0,0.0,-108.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,-100.0,False,128.0,13.0,33109.0,466.0,161.0,26117.0,378.0,91.0
243,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_243.txt,14.0,14.0,14.0,14.0,0.0,-102.0,0.0,-102.0,14.0,14.0,14.0,-88.0,False,128.0,13.0,31243.0,390.0,160.0,23232.0,338.0,96.0
244,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_244.txt,0.0,-27.0,0.0,-27.0,0.0,-95.0,0.0,-95.0,0.0,-27.0,0.0,-122.0,True,128.0,18.0,25905.0,330.0,158.0,23850.0,309.0,150.0
245,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_245.txt,0.0,-130.0,0.0,-130.0,0.0,-41.0,0.0,-41.0,0.0,-41.0,0.0,-171.0,True,128.0,13.0,48732.0,549.0,196.0,46866.0,467.0,146.0
246,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_246.txt,0.0,-60.0,0.0,-60.0,0.0,-107.0,0.0,-107.0,0.0,-60.0,0.0,-167.0,True,128.0,12.0,53133.0,471.0,213.0,50907.0,452.0,213.0
247,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_247.txt,0.0,-187.0,0.0,-187.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,-178.0,False,128.0,13.0,43212.0,433.0,206.0,43212.0,433.0,156.0
248,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_248.txt,0.0,-95.0,0.0,-95.0,0.0,-141.0,0.0,-141.0,0.0,-95.0,0.0,-236.0,True,128.0,12.0,49896.0,472.0,190.0,49896.0,465.0,168.0
249,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_249.txt,0.0,-64.0,0.0,-64.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-60.0,False,128.0,3.0,31980.0,363.0,161.0,24054.0,325.0,114.0
250,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_250.txt,0.0,-105.0,0.0,-105.0,0.0,-201.0,0.0,-201.0,0.0,-105.0,0.0,-306.0,True,128.0,20.0,63196.0,503.0,244.0,60496.0,503.0,199.0
251,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_251.txt,0.0,-53.0,0.0,-53.0,0.0,-137.0,0.0,-137.0,0.0,-53.0,0.0,-190.0,True,128.0,11.0,61620.0,497.0,237.0,61620.0,497.0,237.0
252,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_252.txt,0.0,-180.0,0.0,-180.0,0.0,-34.0,0.0,-34.0,0.0,-34.0,0.0,-214.0,True,128.0,18.0,47443.0,436.0,209.0,44322.0,427.0,178.0
253,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_253.txt,0.0,-122.0,0.0,-122.0,0.0,-138.0,0.0,-138.0,0.0,-122.0,0.0,-260.0,True,128.0,24.0,34161.0,370.0,178.0,34161.0,370.0,177.0
254,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_254.txt,0.0,-6.0,0.0,-6.0,0.0,-251.0,0.0,-251.0,0.0,-6.0,0.0,-257.0,True,128.0,16.0,49042.0,457.0,217.0,48430.0,457.0,167.0
255,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_255.txt,0.0,-90.0,0.0,-90.0,0.0,-182.0,0.0,-182.0,0.0,-90.0,0.0,-272.0,True,128.0,20.0,54390.0,468.0,222.0,52208.0,459.0,208.0
256,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_256.txt,145.0,145.0,145.0,145.0,0.0,-166.0,0.0,-166.0,145.0,145.0,145.0,-21.0,False,128.0,15.0,57722.0,502.0,238.0,29140.0,404.0,94.0
257,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_257.txt,45.0,45.0,45.0,45.0,0.0,-69.0,0.0,-69.0,45.0,45.0,45.0,-24.0,False,128.0,10.0,40994.0,413.0,199.0,31710.0,361.0,151.0
258,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_258.txt,0.0,-201.0,0.0,-201.0,0.0,-49.0,0.0,-49.0,0.0,-49.0,0.0,-250.0,True,128.0,14.0,73502.0,543.0,257.0,73502.0,543.0,257.0
259,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_259.txt,0.0,-152.0,0.0,-152.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-149.0,False,128.0,18.0,47616.0,449.0,196.0,38915.0,396.0,181.0
260,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_260.txt,0.0,-122.0,0.0,-122.0,0.0,-39.0,0.0,-39.0,0.0,-39.0,0.0,-161.0,True,128.0,20.0,44352.0,450.0,201.0,38064.0,400.0,156.0
261,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_261.txt,17.0,17.0,17.0,17.0,0.0,-269.0,0.0,-269.0,17.0,17.0,17.0,-252.0,False,128.0,11.0,68736.0,550.0,253.0,68736.0,550.0,192.0
262,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_262.txt,0.0,-115.0,0.0,-115.0,0.0,-123.0,0.0,-123.0,0.0,-115.0,0.0,-238.0,True,128.0,12.0,58729.0,494.0,234.0,58729.0,490.0,209.0
263,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_263.txt,0.0,-406.0,0.0,-406.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,-242.0,False,128.0,7.0,33677.0,494.0,155.0,2250.0,455.0,5.0
264,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_264.txt,0.0,-47.0,0.0,-47.0,0.0,-40.0,0.0,-40.0,0.0,-40.0,0.0,-87.0,True,128.0,21.0,52890.0,461.0,219.0,33900.0,376.0,150.0
265,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_265.txt,0.0,-249.0,0.0,-249.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,-223.0,False,128.0,13.0,83634.0,589.0,287.0,82174.0,589.0,227.0
266,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_266.txt,57.0,57.0,57.0,57.0,0.0,-122.0,0.0,-122.0,57.0,57.0,57.0,-65.0,False,128.0,6.0,58368.0,493.0,234.0,56240.0,486.0,190.0
267,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_267.txt,0.0,-234.0,0.0,-234.0,0.0,-15.0,0.0,-15.0,0.0,-15.0,0.0,-249.0,True,128.0,22.0,37820.0,424.0,169.0,30199.0,400.0,101.0
268,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_268.txt,0.0,-199.0,0.0,-199.0,0.0,-62.0,0.0,-62.0,0.0,-62.0,0.0,-261.0,True,128.0,26.0,46035.0,477.0,192.0,45747.0,452.0,153.0
269,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_269.txt,0.0,-70.0,0.0,-70.0,0.0,-156.0,0.0,-156.0,0.0,-70.0,0.0,-226.0,True,128.0,17.0,45325.0,430.0,197.0,43788.0,424.0,178.0
270,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_270.txt,0.0,-112.0,0.0,-112.0,0.0,-54.0,0.0,-54.0,0.0,-54.0,0.0,-166.0,True,128.0,16.0,33096.0,369.0,177.0,30888.0,354.0,156.0
271,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_271.txt,0.0,-124.0,0.0,-124.0,0.0,-130.0,0.0,-130.0,0.0,-124.0,0.0,-254.0,True,128.0,18.0,58208.0,492.0,229.0,56334.0,475.0,229.0
272,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_272.txt,0.0,0.0,0.0,0.0,0.0,-182.0,0.0,-182.0,0.0,0.0,0.0,-182.0,True,128.0,14.0,65195.0,535.0,235.0,61246.0,497.0,226.0
273,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_273.txt,0.0,-113.0,0.0,-113.0,0.0,-33.0,0.0,-33.0,0.0,-33.0,0.0,-146.0,True,128.0,14.0,49588.0,508.0,205.0,41952.0,428.0,152.0
274,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_274.txt,20.0,20.0,20.0,20.0,0.0,-22.0,0.0,-22.0,20.0,20.0,20.0,-2.0,False,128.0,4.0,52337.0,462.0,209.0,38025.0,390.0,195.0
275,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_275.txt,0.0,-28.0,0.0,-28.0,0.0,-200.0,0.0,-200.0,0.0,-28.0,0.0,-228.0,True,128.0,16.0,69158.0,531.0,234.0,69158.0,531.0,229.0
276,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_276.txt,0.0,-305.0,0.0,-305.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,-90.0,False,128.0,5.0,67568.0,540.0,259.0,50099.0,540.0,119.0
277,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_277.txt,0.0,-97.0,0.0,-97.0,0.0,-130.0,0.0,-130.0,0.0,-97.0,0.0,-227.0,True,128.0,22.0,56406.0,478.0,237.0,55806.0,475.0,213.0
278,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_278.txt,0.0,-48.0,0.0,-48.0,0.0,-99.0,0.0,-99.0,0.0,-48.0,0.0,-147.0,True,128.0,13.0,43537.0,428.0,198.0,43537.0,418.0,197.0
279,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_279.txt,0.0,-2.0,0.0,-2.0,0.0,-120.0,0.0,-120.0,0.0,-2.0,0.0,-122.0,True,128.0,11.0,64468.0,520.0,232.0,51958.0,479.0,166.0
280,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_280.txt,0.0,-73.0,0.0,-73.0,0.0,-155.0,0.0,-155.0,0.0,-73.0,0.0,-228.0,True,128.0,14.0,58362.0,487.0,226.0,57024.0,480.0,216.0
281,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_281.txt,0.0,-185.0,0.0,-185.0,0.0,-44.0,0.0,-44.0,0.0,-44.0,0.0,-229.0,True,128.0,14.0,52731.0,468.0,203.0,52731.0,468.0,189.0
282,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_282.txt,0.0,-182.0,0.0,-182.0,0.0,-35.0,0.0,-35.0,0.0,-35.0,0.0,-217.0,True,128.0,25.0,48900.0,476.0,183.0,34686.0,405.0,123.0
283,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_283.txt,0.0,-241.0,0.0,-241.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,-145.0,False,128.0,9.0,36408.0,412.0,184.0,25584.0,394.0,82.0
284,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_284.txt,0.0,-150.0,0.0,-150.0,0.0,-58.0,0.0,-58.0,0.0,-58.0,0.0,-208.0,True,128.0,15.0,82550.0,579.0,254.0,76260.0,556.0,246.0
285,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_285.txt,29.0,29.0,29.0,29.0,0.0,-261.0,0.0,-261.0,29.0,29.0,29.0,-232.0,False,128.0,18.0,53535.0,469.0,219.0,51330.0,469.0,174.0
286,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_286.txt,0.0,-5.0,0.0,-5.0,0.0,-218.0,0.0,-218.0,0.0,-5.0,0.0,-223.0,True,128.0,13.0,60024.0,490.0,244.0,53607.0,488.0,167.0
287,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_287.txt,0.0,-29.0,0.0,-29.0,0.0,-92.0,0.0,-92.0,0.0,-29.0,0.0,-121.0,True,128.0,18.0,45353.0,433.0,209.0,31152.0,368.0,132.0
288,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_288.txt,0.0,-107.0,0.0,-107.0,0.0,-66.0,0.0,-66.0,0.0,-66.0,0.0,-173.0,True,128.0,8.0,57085.0,478.0,233.0,57085.0,478.0,233.0
289,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_289.txt,35.0,35.0,35.0,35.0,0.0,-67.0,0.0,-67.0,35.0,35.0,35.0,-32.0,False,128.0,11.0,45312.0,433.0,205.0,33227.0,372.0,149.0
290,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_290.txt,0.0,-100.0,0.0,-100.0,0.0,-90.0,0.0,-90.0,0.0,-90.0,0.0,-190.0,True,128.0,13.0,56750.0,481.0,228.0,56750.0,477.0,227.0
291,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_291.txt,0.0,-109.0,0.0,-109.0,0.0,-103.0,0.0,-103.0,0.0,-103.0,0.0,-212.0,True,128.0,10.0,70406.0,571.0,249.0,70406.0,543.0,214.0
292,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_292.txt,113.0,113.0,113.0,113.0,0.0,-177.0,0.0,-177.0,113.0,113.0,113.0,-64.0,False,128.0,6.0,36500.0,411.0,185.0,20880.0,362.0,72.0
293,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_293.txt,101.0,101.0,101.0,101.0,0.0,-370.0,0.0,-370.0,101.0,101.0,101.0,-269.0,False,128.0,18.0,46964.0,474.0,202.0,30338.0,471.0,77.0
294,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_294.txt,0.0,-154.0,0.0,-154.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,-123.0,False,128.0,10.0,34364.0,453.0,175.0,31137.0,398.0,107.0
295,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_295.txt,0.0,-144.0,0.0,-144.0,0.0,-110.0,0.0,-110.0,0.0,-110.0,0.0,-254.0,True,128.0,18.0,43183.0,416.0,205.0,43183.0,416.0,199.0
296,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_296.txt,2.0,2.0,2.0,2.0,0.0,-119.0,0.0,-119.0,2.0,2.0,2.0,-117.0,False,128.0,16.0,45126.0,425.0,207.0,39825.0,402.0,177.0
297,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_297.txt,2.0,2.0,2.0,2.0,0.0,-65.0,0.0,-65.0,2.0,2.0,2.0,-63.0,False,128.0,11.0,32178.0,388.0,173.0,26216.0,342.0,116.0
298,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_298.txt,0.0,-162.0,0.0,-162.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,-145.0,False,128.0,13.0,27060.0,335.0,164.0,26164.0,335.0,124.0
299,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_299.txt,0.0,-206.0,0.0,-206.0,0.0,-89.0,0.0,-89.0,0.0,-89.0,0.0,-295.0,True,128.0,25.0,42136.0,423.0,186.0,41426.0,423.0,154.0
300,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_300.txt,41.0,41.0,41.0,41.0,0.0,-99.0,0.0,-99.0,41.0,41.0,41.0,-58.0,False,128.0,8.0,36036.0,384.0,182.0,27126.0,335.0,137.0
301,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_301.txt,0.0,-97.0,0.0,-97.0,0.0,-94.0,0.0,-94.0,0.0,-94.0,0.0,-191.0,True,128.0,14.0,64680.0,557.0,242.0,60956.0,507.0,196.0
302,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_302.txt,0.0,-115.0,0.0,-115.0,0.0,-126.0,0.0,-126.0,0.0,-115.0,0.0,-241.0,True,128.0,18.0,51600.0,455.0,217.0,49476.0,445.0,217.0
303,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_303.txt,0.0,-186.0,0.0,-186.0,0.0,-28.0,0.0,-28.0,0.0,-28.0,0.0,-214.0,True,128.0,11.0,65824.0,586.0,227.0,60697.0,538.0,161.0
304,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_304.txt,0.0,-158.0,0.0,-158.0,0.0,-14.0,0.0,-14.0,0.0,-14.0,0.0,-172.0,True,128.0,13.0,64750.0,512.0,250.0,53070.0,473.0,183.0
305,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_305.txt,0.0,-129.0,0.0,-129.0,0.0,-106.0,0.0,-106.0,0.0,-106.0,0.0,-235.0,True,128.0,15.0,59318.0,489.0,228.0,59318.0,489.0,223.0
306,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_306.txt,0.0,-366.0,0.0,-366.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,-322.0,False,128.0,24.0,49077.0,475.0,196.0,38316.0,475.0,103.0
307,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_307.txt,0.0,-41.0,0.0,-41.0,0.0,-165.0,0.0,-165.0,0.0,-41.0,0.0,-206.0,True,128.0,16.0,44377.0,422.0,199.0,44377.0,422.0,199.0
308,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_308.txt,0.0,-30.0,0.0,-30.0,0.0,-114.0,0.0,-114.0,0.0,-30.0,0.0,-144.0,True,128.0,16.0,44226.0,445.0,191.0,34155.0,388.0,135.0
309,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_309.txt,0.0,-232.0,0.0,-232.0,0.0,-25.0,0.0,-25.0,0.0,-25.0,0.0,-257.0,True,128.0,12.0,51072.0,488.0,196.0,51072.0,488.0,152.0
310,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_310.txt,0.0,-91.0,0.0,-91.0,0.0,-196.0,0.0,-196.0,0.0,-91.0,0.0,-287.0,True,128.0,16.0,62480.0,511.0,228.0,62480.0,504.0,220.0
311,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_311.txt,0.0,-123.0,0.0,-123.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-119.0,False,128.0,7.0,46320.0,433.0,204.0,46320.0,433.0,193.0
312,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_312.txt,0.0,-145.0,0.0,-145.0,0.0,-55.0,0.0,-55.0,0.0,-55.0,0.0,-200.0,True,128.0,11.0,58082.0,495.0,226.0,55622.0,477.0,203.0
313,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_313.txt,0.0,-28.0,0.0,-28.0,0.0,-185.0,0.0,-185.0,0.0,-28.0,0.0,-213.0,True,128.0,23.0,41652.0,429.0,189.0,38425.0,410.0,145.0
314,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_314.txt,28.0,28.0,28.0,28.0,0.0,-219.0,0.0,-219.0,28.0,28.0,28.0,-191.0,False,128.0,13.0,69388.0,550.0,235.0,53132.0,507.0,148.0
315,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_315.txt,0.0,-44.0,0.0,-44.0,0.0,-194.0,0.0,-194.0,0.0,-44.0,0.0,-238.0,True,128.0,18.0,52716.0,467.0,214.0,52716.0,467.0,191.0
316,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_316.txt,0.0,-175.0,0.0,-175.0,0.0,-34.0,0.0,-34.0,0.0,-34.0,0.0,-209.0,True,128.0,14.0,52576.0,460.0,212.0,52576.0,460.0,212.0
317,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_317.txt,0.0,-69.0,0.0,-69.0,0.0,-166.0,0.0,-166.0,0.0,-69.0,0.0,-235.0,True,128.0,15.0,49707.0,474.0,216.0,49707.0,452.0,189.0
318,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_318.txt,62.0,62.0,62.0,62.0,0.0,-149.0,0.0,-149.0,62.0,62.0,62.0,-87.0,False,128.0,8.0,32396.0,361.0,178.0,30228.0,361.0,132.0
319,uniform,outputs/agents_2/items_7/gpt4o/persona_based0/output_319.txt,88.0,88.0,88.0,88.0,0.0,-391.0,0.0,-391.0,88.0,88.0,88.0,-303.0,False,128.0,16.0,64176.0,535.0,241.0,50964.0,535.0,124.0
